web-scraper-order,web-scraper-start-url,act,act-href,article,article-href,article_title,article_description
"1694597672-262","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 23 - No joint proceedings of child in conflict with law and person not a
child","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-23","Section 23 of Juvenile Justice Act 2015 - No joint proceedings of child in conflict with law and person not a
child","(1) Notwithstanding anything contained in section 223 of the Code of Criminal Procedure, 1973


(2 of 1974) or in any other law for the time being in force, there shall be no joint proceedings of a child alleged to be in conflict with law, with a person who is not a child.
(2) If during the inquiry by the Board or by the Children's Court, the person alleged to be in conflict with law is found that he is not a child, such person shall not be tried along with a child."
"1694597675-263","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 22 - Proceeding under Chapter VIII of the Code of Criminal Procedure not to apply against
child","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-22","Section 22 of Juvenile Justice Act 2015 - Proceeding under Chapter VIII of the Code of Criminal Procedure not to apply against
child","Notwithstanding anything to the contrary contained in the Code of Criminal Procedure,


1973 (2 of 1974), or any preventive detention law for the time being in force, no proceeding shall be instituted and no order shall be passed against any child under Chapter VIII of the said Code."
"1694597678-264","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 21 - Order that may not be passed against a child in conflict with
law","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-21","Section 21 of Juvenile Justice Act 2015 - Order that may not be passed against a child in conflict with
law","No child in conflict with law shall be sentenced to death or for life imprisonment without the possibility of release, for any such offence, either under the provisions of this Act or under the provisions of the Indian Penal Code


(45 of 1860) or any other law for the time being in force."
"1694597681-265","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 20 - Child attained age of twenty","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-20","Section 20 of Juvenile Justice Act 2015 - Child attained age of twenty","(1) When the child in conflict with the law attains the age of twenty-one years and is yet to complete the term of stay, the Children's Court shall provide for a follow up by the probation officer or the District Child Protection Unit or a social worker or by itself, as required, to evaluate if such child has undergone reformative changes and if the child can be a contributing member of the society and for this purpose the progress records of the child under sub-section (4) of section 19, along with evaluation of relevant experts are to be taken into consideration.
(2) After the completion of the procedure specified under sub-section (1), the Children's Court may--
(i) decide to release the child on such conditions as it deems fit which includes appointment of a monitoring authority for the remainder of the prescribed term of stay;
(ii) decide that the child shall complete the remainder of his term in a jail:
 Provided that each State Government shall maintain a list of monitoring authorities and monitoring procedures as may be prescribed."
"1694597684-266","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 2 - Definitions","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-2","Section 2 of Juvenile Justice Act 2015 - Definitions","In this Act, unless the context otherwise requires,--
(1) ""abandoned child"" means a child deserted by his biological or adoptive parents or guardians, who has been declared as abandoned by the Committee after due inquiry;
(2) ""adoption"" means the process through which the adopted child is permanently separated from his biological parents and becomes the lawful child of his adoptive parents with all the rights, privileges and responsibilities that are attached to a biological child;
(3) ""adoption regulations"" means the regulations framed by the Authority and notified by the Central Government in respect of adoption;
(4) ""administrator"" means any district official not below the rank of Deputy Secretary to the State, on whom magisterial powers have been conferred;
(5) ""aftercare"" means making provision of support, financial or otherwise, to persons, who have completed the age of eighteen years but have not completed the age of twenty-one years, and have left any institutional care to join the mainstream of the society;
(6) ""authorised foreign adoption agency"" means a foreign social or child welfare agency that is authorised by the Central Adoption Resource Authority on the recommendation of their Central Authority or Government department of that country for sponsoring the application of non-resident Indian or overseas citizen of India or persons of Indian origin or foreign prospective adoptive parents for adoption of a child from India;
(7) ""Authority"" means the Central Adoption Resource Authority constituted under section 68;
(8) ""begging"" means--
(i) soliciting or receiving alms in a public place or entering into any private premises for the purpose of soliciting or receiving alms, under any pretence;
(ii) exposing or exhibiting with the object of obtaining or extorting alms, any sore, wound, injury, deformity or disease, whether of himself or of any other person or of an animal;
(9) ""best interest of child"" means the basis for any decision taken regarding the child, to ensure fulfilment of his basic rights and needs, identity, social well-being and physical, emotional and intellectual development;
(10) ""Board"" means a Juvenile Justice Board constituted under section 4;
(11) ""Central Authority"" means the Government department recognised as such under the Hague Convention on Protection of Children and Cooperation in Inter-country Adoption (1993);
(12) ""child"" means a person who has not completed eighteen years of age;
(13) ""child in conflict with law"" means a child who is alleged or found to have committed an offence and who has not completed eighteen years of age on the date of commission of such offence;
(14) ""child in need of care and protection"" means a child--
(i) who is found without any home or settled place of abode and without any ostensible means of subsistence; or
(ii) who is found working in contravention of labour laws for the time being in force or is found begging, or living on the street; or
(iii) who resides with a person (whether a guardian of the child or not) and such person--
(a) has injured, exploited, abused or neglected the child or has violated any other law for the time being in force meant for the protection of child; or
(b) has threatened to kill, injure, exploit or abuse the child and there is a reasonable likelihood of the threat being carried out; or
(c) has killed, abused, neglected or exploited some other child or children and there is a reasonable likelihood of the child in question being killed, abused, exploited or neglected by that person; or
(iv) who is mentally ill or mentally or physically challenged or suffering from terminal or incurable disease, having no one to support or look after or having parents or guardians unfit to take care, if found so by the Board or the Committee; or
(v) who has a parent or guardian and such parent or guardian is found to be unfit or incapacitated, by the Committee or the Board, to care for and protect the safety and well-being of the child; or
(vi) who does not have parents and no one is willing to take care of, or whose parents have abandoned or surrendered him; or
(vii) who is missing or run away child, or whose parents cannot be found after making reasonable inquiry in such manner as may be prescribed; or
(viii) who has been or is being or is likely to be abused, tortured or exploited for the purpose of sexual abuse or illegal acts; or
(ix) who is found vulnerable and is likely to be inducted into drug abuse or trafficking; or
(x) who is being or is likely to be abused for unconscionable gains; or
(xi) who is victim of or affected by any armed conflict, civil unrest or natural calamity; or
(xii) who is at imminent risk of marriage before attaining the age of marriage and whose parents, family members, guardian and any other persons are likely to be responsible for solemnisation of such marriage;
(15) ""child friendly"" means any behaviour, conduct, practice, process, attitude, environment or treatment that is humane, considerate and in the best interest of the child;
(16) ""child legally free for adoption"" means a child declared as such by the Committee after making due inquiry under section 38;
(17) ""Child Welfare Officer"" means an officer attached to a Children's Home, for carrying out the directions given by the Committee or, as the case may be, the Board with such responsibility as may be prescribed;
(18) ""Child Welfare Police Officer"" means an officer designated as such under sub-section (1) of section 107;
(19) ""Children's Home"" means a Children's Home, established or maintained, in every district or group of districts, by the State Government, either by itself, or through a voluntary or non-governmental organisation, and is registered as such for the purposes specified in section 50;
(20) ""Children's Court"" means a court established under the Commissions for Protection of Child Rights Act, 2005


(4 of 2006) or a Special Court under the Protection of Children from Sexual Offences Act,


2012 (32 of 2012), wherever existing and where such courts have not been designated, the Court of Sessions having jurisdiction to try offences under the Act;
(21) ""child care institution"" means Children Home, open shelter, observation home, special home, place of safety, Specialised Adoption Agency and a fit facility recognised under this Act for providing care and protection to children, who are in need of such services;
(22) ""Committee"" means Child Welfare Committee constituted under section 27;
(23) ""court"" means a civil court, which has jurisdiction in matters of adoption and guardianship and may include the District Court, Family Court and City Civil Courts;
(24) ""corporal punishment"" means the subjecting of a child by any person to physical punishment that involves the deliberate infliction of pain as retribution for an offence, or for the purpose of disciplining or reforming the child;
(25) ""childline services"" means a twenty-four hours emergency outreach service for children in crisis which links them to emergency or long-term care and rehabilitation service;
(26) ""District Child Protection Unit"" means a Child Protection Unit for a District, established by the State Government under section 106, which is the focal point to ensure the implementation of this Act and other child protection measures in the district;
(27) ""fit facility"" means a facility being run by a governmental organisation or a registered voluntary or non-governmental organisation, prepared to temporarily own the responsibility of a particular child for a specific purpose, and such facility is recognised as fit for the said purpose, by the Committee, as the case may be, or the Board, under sub-section (1) of section 51;
(28) ""fit person"" means any person, prepared to own the responsibility of a child, for a specific purpose, and such person is identified after inquiry made in this behalf and recognised as fit for the said purpose, by the Committee or, as the case may be, the Board, to receive and take care of the child;
(29) ""foster care"" means placement of a child, by the Committee for the purpose of alternate care in the domestic environment of a family, other than the child's biological family, that has been selected, qualified, approved and supervised for providing such care;
(30) ""foster family"" means a family found suitable by the District Child Protection Unit to keep children in foster care under section 44;
(31) ""guardian"" in relation to a child, means his natural guardian or any other person having, in the opinion of the Committee or, as the case may be, the Board, the actual charge of the child, and recognised by the Committee or, as the case may be, the Board as a guardian in the course of proceedings;
(32) ""group foster care"" means a family like care facility for children in need of care and protection who are without parental care, aiming on providing personalised care and fostering a sense of belonging and identity, through family like and community based solutions;
(33) ""heinous offences"" includes the offences for which the minimum punishment under the Indian Penal Code


(45 of 1860) or any other law for the time being in force is imprisonment for seven years or more;
(34) ""inter-country adoption"" means adoption of a child from India by nonresident Indian or by a person of Indian origin or by a foreigner;
(35) ""juvenile"" means a child below the age of eighteen years;
(36) ""narcotic drug"" and ""psychotropic substance"" shall have the meanings, respectively, assigned to them in the Narcotic Drugs and Psychotropic Substances Act,


1985 (61 of 1985);
(37) ""no objection certificate"" for inter-country adoption means a certificate issued by the Central Adoption Resource Authority for the said purpose;
(38) ""non-resident Indian"" means a person who holds an Indian passport and is presently residing abroad for more than one year;
(39) ""notification"" means the notification published in the Official Gazette of India, or as the case may be, in the Gazette of a State, and the expression ""notify"" shall be construed accordingly;
(40) ""observation home"" means an observation home established and maintained in every district or group of districts by a State Government, either by itself, or through a voluntary or non-governmental organisation, and is registered as such, for the purposes specified in sub-section (1) of section 47;
(41) ""open shelter"" means a facility for children, established and maintained by the State Government, either by itself, or through a voluntary or non-governmental organisation under sub-section (1) of section 43, and registered as such, for the purposes specified in that section;
(42) ""orphan"" means a child--
(i) who is without biological or adoptive parents or legal guardian; or
(ii) whose legal guardian is not willing to take, or capable of taking care of the child;
(43) ""overseas citizen of India"" means a person registered as such under the Citizenship Act,


1955 (57 of 1955);
(44) ""person of Indian origin"" means a person, any of whose lineal ancestors is or was an Indian national, and who is presently holding a Person of Indian Origin Card issued by the Central Government;
(45) ""petty offences"" includes the offences for which the maximum punishment under the Indian Penal Code or any other law for the time being in force is imprisonment up to three years;
45 of 1860.
(46) ""place of safety"" means any place or institution, not being a police lockup or jail, established separately or attached to an observation home or a special home, as the case may be, the person in-charge of which is willing to receive and take care of the children alleged or found to be in conflict with law, by an order of the Board or the Children's Court, both during inquiry and ongoing rehabilitation after having been found guilty for a period and purpose as specified in the order;
(47) ""prescribed"" means prescribed by rules made under this Act;
(48) ""probation officer"" means an officer appointed by the State Government as a probation officer under the Probation of Offenders Act, 1958 or the Legal-cum-Probation Officer appointed by the State Government under District Child Protection Unit;
20 of 1958.
(49) ""prospective adoptive parents"" means a person or persons eligible to adopt a child as per the provisions of section 57;
(50) ""public place"" shall have the same meaning assigned to it in the Immoral Traffic (Prevention) Act, 1956;
104 of 1956.
(51) ""registered"", with reference to child care institutions or agencies or facilities managed by the State Government, or a voluntary or non-governmental organisation, means observation homes, special homes, place of safety, children's homes, open shelters or Specialised Adoption Agency or fit facility or any other institution that may come up in response to a particular need or agencies or facilities authorised and registered under section 41, for providing residential care to children, on a short-term or long-term basis;
(52) ""relative"", in relation to a child for the purpose of adoption under this Act, means a paternal uncle or aunt, or a maternal uncle or aunt, or paternal grandparent or maternal grandparent;
(53) ""State Agency"" means the State Adoption Resource Agency set up by the State Government for dealing with adoption and related matters under section 67;
(54) ""serious offences"" includes the offences for which the punishment under the Indian Penal Code


(45 of 1860) or any other law for the time being in force, is imprisonment between three to seven years;
(55) ""special juvenile police unit"" means a unit of the police force of a district or city or, as the case may be, any other police unit like railway police, dealing with children and designated as such for handling children under section 107;
(56) ""special home"" means an institution established by a State Government or by a voluntary or non-governmental organisation, registered under section 48, for housing and providing rehabilitative services to children in conflict with law, who are found, through inquiry, to have committed an offence and are sent to such institution by an order of the Board;
(57) ""Specialised Adoption Agency"" means an institution established by the State Government or by a voluntary or non-governmental organisation and recognised under section 65, for housing orphans, abandoned and surrendered children, placed there by order of the Committee, for the purpose of adoption;
(58) ""sponsorship"" means provision of supplementary support, financial or otherwise, to the families to meet the medical, educational and developmental needs of the child;
(59) ""State Government"", in relation to a Union territory, means the Administrator of that Union territory appointed by the President under article 239 of the Constitution;
(60) ""surrendered child"" means a child, who is relinquished by the parent or guardian to the Committee, on account of physical, emotional and social factors beyond their control, and declared as such by the Committee;
(61) all words and expressions used but not defined in this Act and defined in other Acts shall have the meanings respectively assigned to them in those Acts."
"1694597687-267","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 19 - Powers of Children's
Court","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-19","Section 19 of Juvenile Justice Act 2015 - Powers of Children's
Court","(1) After the receipt of preliminary assessment from the Board under section 15, the Children's Court may decide that--
(i) there is a need for trial of the child as an adult as per the provisions of the Code of Criminal Procedure, 1973


(2 of 1974) and pass appropriate orders after trial subject to the provisions of this section and section 21, considering the special needs of the child, the tenets of fair trial and maintaining a child friendly atmosphere;
(ii) there is no need for trial of the child as an adult and may conduct an inquiry as a Board and pass appropriate orders in accordance with the provisions of section 18.
(2) The Children's Court shall ensure that the final order, with regard to a child in conflict with law, shall include an individual care plan for the rehabilitation of child, including follow up by the probation officer or the District Child Protection Unit or a social worker.
(3) The Children's Court shall ensure that the child who is found to be in conflict with law is sent to a place of safety till he attains the age of twenty-one years and thereafter, the person shall be transferred to a jail:
 Provided that the reformative services including educational services, skill development, alternative therapy such as counselling, behaviour modification therapy, and psychiatric support shall be provided to the child during the period of his stay in the place of safety.
(4) The Children's Court shall ensure that there is a periodic follow up report every year by the probation officer or the District Child Protection Unit or a social worker, as required, to evaluate the progress of the child in the place of safety and to ensure that there is no ill-treatment to the child in any form.
(5) The reports under sub-section (4) shall be forwarded to the Children's Court for record and follow up, as may be required."
"1694597690-268","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 18 - Orders regarding child found to be in conflict with
law","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-18","Section 18 of Juvenile Justice Act 2015 - Orders regarding child found to be in conflict with
law","(1) Where a Board is satisfied on inquiry that a child irrespective of age has committed a petty offence, or a serious offence, or a child below the age of sixteen years has committed a heinous offence, then, notwithstanding anything contrary contained in any other law for the time being in force, and based on the nature of offence, specific need for


supervision or intervention, circumstances as brought out in the social investigation report and past conduct of the child, the Board may, if it so thinks fit,--
(a) allow the child to go home after advice or admonition by following appropriate inquiry and counselling to such child and to his parents or the guardian;
(b) direct the child to participate in group counselling and similar activities;
(c) order the child to perform community service under the supervision of an organisation or institution, or a specified person, persons or group of persons identified by the Board;
(d) order the child or parents or the guardian of the child to pay fine:
 Provided that, in case the child is working, it may be ensured that the provisions of any labour law for the time being in force are not violated;
(e) direct the child to be released on probation of good conduct and placed under the care of any parent, guardian or fit person, on such parent, guardian or fit person executing a bond, with or without surety, as the Board may require, for the good behaviour and child's well-being for any period not exceeding three years;
(f) direct the child to be released on probation of good conduct and placed under the care and supervision of any fit facility for ensuring the good behaviour and child's well-being for any period not exceeding three years;
(g) direct the child to be sent to a special home, for such period, not exceeding three years, as it thinks fit, for providing reformative services including education, skill development, counselling, behaviour modification therapy, and psychiatric support during the period of stay in the special home:
 Provided that if the conduct and behaviour of the child has been such that, it would not be in the child's interest, or in the interest of other children housed in a special home, the Board may send such child to the place of safety.
(2) If an order is passed under clauses (a) to (g) of sub-section (1), the Board may, in addition pass orders to--
(i) attend school; or
(ii) attend a vocational training centre; or
(iii) attend a therapeutic centre; or
(iv) prohibit the child from visiting, frequenting or appearing at a specified place; or
(v) undergo a de-addiction programme.
(3) Where the Board after preliminary assessment under section 15 pass an order that there is a need for trial of the said child as an adult, then the Board may order transfer of the trial of the case to the Children's Court having jurisdiction to try such offences."
"1694597693-269","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 17 - Orders regarding a child not found to be in conflict with
law","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-17","Section 17 of Juvenile Justice Act 2015 - Orders regarding a child not found to be in conflict with
law","(1) Where a Board is satisfied on inquiry that the child brought before it has not committed any offence, then notwithstanding anything contrary contained in any other law for the time being in force, the Board shall pass order to that effect.
(2) In case it appears to the Board that the child referred to in sub-section (1) is in need of care and protection, it may refer the child to the Committee with appropriate directions."
"1694597696-270","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 16 - Review of pendency of
inquiry","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-16","Section 16 of Juvenile Justice Act 2015 - Review of pendency of
inquiry","(1) The Chief Judicial Magistrate or the Chief Metropolitan Magistrate shall review the pendency of cases of the Board once in every three months, and shall direct the Board to increase the frequency of its sittings or may recommend the constitution of additional Boards.
(2) The number of cases pending before the Board, duration of such pendency, nature of pendency and reasons thereof shall be reviewed in every six months by a high level committee consisting of the Executive Chairperson of the State Legal Services Authority, who shall be the Chairperson, the Home Secretary, the Secretary responsible for the implementation of this Act in the State and a representative from a voluntary or nongovernmental organisation to be nominated by the Chairperson.
(3) The information of such pendency shall also be furnished by the Board to the Chief Judicial Magistrate or the Chief Metropolitan Magistrate and the District Magistrate on quarterly basis in such form as may be prescribed by the State Government."
"1694597699-271","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 15 - Preliminary assessment into heinous offences by
Board","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-15","Section 15 of Juvenile Justice Act 2015 - Preliminary assessment into heinous offences by
Board","(1) In case of a heinous offence alleged to have been committed by a child, who has completed or is above the age of sixteen years, the Board shall conduct a preliminary assessment with regard to his mental and physical capacity to commit such offence, ability to understand the consequences of the offence and the circumstances in which he allegedly committed the offence, and may pass an order in accordance with the provisions of subsection (3) of section 18:
 Provided that for such an assessment, the Board may take the assistance of experienced psychologists or psycho-social workers or other experts.
Explanation.--


For the purposes of this section, it is clarified that preliminary assessment is not a trial, but is to assess the capacity of such child to commit and understand the consequences of the alleged offence.
(2) Where the Board is satisfied on preliminary assessment that the matter should be disposed of by the Board, then the Board shall follow the procedure, as far as may be, for trial in summons case under the Code of Criminal Procedure,


1973 (2 of 1974):
 Provided that the order of the Board to dispose of the matter shall be appealable under sub-section (2) of section 101:
 Provided further that the assessment under this section shall be completed within the period specified in section 14."
"1694597702-272","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 14 - Inquiry by Board regarding child in conflict with
law","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-14","Section 14 of Juvenile Justice Act 2015 - Inquiry by Board regarding child in conflict with
law","(1) Where a child alleged to be in conflict with law is produced before Board, the Board shall hold an inquiry in accordance with the provisions of this Act and may pass such orders in relation to such child as it deems fit under sections 17 and 18 of this Act.
(2) The inquiry under this section shall be completed within a period of four months from the date of first production of the child before the Board, unless the period is extended, for a maximum period of two more months by the Board, having regard to the circumstances of the case and after recording the reasons in writing for such extension.
(3) A preliminary assessment in case of heinous offences under section 15 shall be disposed of by the Board within a period of three months from the date of first production of the child before the Board.
(4) If inquiry by the Board under sub-section (2) for petty offences remains inconclusive even after the extended period, the proceedings shall stand terminated:
 Provided that for serious or heinous offences, in case the Board requires further extension of time for completion of inquiry, the same shall be granted by the Chief Judicial Magistrate or, as the case may be, the Chief Metropolitan Magistrate, for reasons to be recorded in writing.
(5) The Board shall take the following steps to ensure fair and speedy inquiry, namely:--
(a) at the time of initiating the inquiry, the Board shall satisfy itself that the child in conflict with law has not been subjected to any ill-treatment by the police or by any other person, including a lawyer or probation officer and take corrective steps in case of such ill-treatment;
(b) in all cases under the Act, the proceedings shall be conducted in simple manner as possible and care shall be taken to ensure that the child, against whom the proceedings have been instituted, is given child-friendly atmosphere during the proceedings;
(c) every child brought before the Board shall be given the opportunity of being heard and participate in the inquiry;
(d) cases of petty offences, shall be disposed of by the Board through summary proceedings, as per the procedure prescribed under the Code of Criminal Procedure,


1973 (2 of 1974);
(e) inquiry of serious offences shall be disposed of by the Board, by following the procedure, for trial in summons cases under the Code of Criminal Procedure,


1973 (2 of 1974);
(f) inquiry of heinous offences,--
(i) for child below the age of sixteen years as on the date of commission of an offence shall be disposed of by the Board under clause (e);
(ii) for child above the age of sixteen years as on the date of commission of an offence shall be dealt with in the manner prescribed under section 15."
"1694597705-273","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 13 - Information to parents, guardian or probation
officer","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-13","Section 13 of Juvenile Justice Act 2015 - Information to parents, guardian or probation
officer","(1) Where a child alleged to be in conflict with law is apprehended, the officer designated as Child Welfare Police Officer of the police station, or the special juvenile police unit to which such child is brought, shall, as soon as possible after apprehending the child, inform --
(i) the parent or guardian of such child, if they can be found, and direct them to be present at the Board before which the child is produced; and
(ii) the probation officer, or if no probation officer is available, a Child Welfare Officer, for preparation and submission within two weeks to the Board, a social investigation report containing information regarding the antecedents and family background of the child and other material circumstances likely to be of assistance to the Board for making the inquiry.
(2) Where a child is released on bail, the probation officer or the Child Welfare Officer shall be informed by the Board."
"1694597708-274","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 12 - Bail to a person who is apparently a child alleged to be in conflict with
law","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-12","Section 12 of Juvenile Justice Act 2015 - Bail to a person who is apparently a child alleged to be in conflict with
law","(1) When any person, who is apparently a child and is alleged to have committed a bailable or non-bailable offence, is apprehended or detained by the police or appears or brought before a Board, such person shall, notwithstanding anything contained in the Code of Criminal Procedure, 1973


(2 of 1974) or in any other law for the time being in force, be released on bail with or without surety or placed under the supervision of a probation officer or under the care of any fit person:
 Provided that such person shall not be so released if there appears reasonable grounds for believing that the release is likely to bring that person into association with any known criminal or expose the said person to moral, physical or psychological danger or the person's release would defeat the ends of justice, and the Board shall record the reasons for denying the bail and circumstances that led to such a decision.
(2) When such person having been apprehended is not released on bail under subsection (1) by the officer-in-charge of the police station, such officer shall cause the person to be kept only in an observation home in such manner as may be prescribed until the person can be brought before a Board.
(3) When such person is not released on bail under sub-section (1) by the Board, it shall make an order sending him to an observation home or a place of safety, as the case may be, for such period during the pendency of the inquiry regarding the person, as may be specified in the order.
(4) When a child in conflict with law is unable to fulfil the conditions of bail order within seven days of the bail order, such child shall be produced before the Board for modification of the conditions of bail."
"1694597711-275","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 112 - Power to remove difficulties","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-112","Section 112 of Juvenile Justice Act 2015 - Power to remove difficulties","(1) If any difficulty arises in giving effect to the provisions of this Act, the Central Government may, by order, not inconsistent with the provisions of this Act, remove the difficulty:
 Provided that no such order shall be made after the expiry of the period of two years from the commencement of this Act.
(2) However, order made under this section shall be laid, as soon as may be after it is made, before each House of Parliament."
"1694597714-276","https://lawrato.com/indian-kanoon","Juvenile Justice Bare Act","https://lawrato.com/indian-kanoon/juvenile-justice-act","Juvenile
Justice Act Section 111 - Repeal and
savings","https://lawrato.com/indian-kanoon/juvenile-justice-act/section-111","Section 111 of Juvenile Justice Act 2015 - Repeal and
savings","(1) The Juvenile Justice (Care and Protection of Children) Act, 2000


(56 of 2000) is hereby repealed.
(2) Notwithstanding such repeal, anything done or any action taken under the said Acts shall be deemed to have been done or taken under the corresponding provisions of this Act."
